"massdifference-rfile"
"Iteration" "massdifference"
("Iteration" "massdifference")
1 18.17495994176493
2 3.186703303386631
3 2.459605873327403
4 2.260862673002766
5 1.549612916400418
6 0.5801403663799797
7 -0.4821319894099661
8 -1.441741970575615
9 -1.729152830202625
10 -1.635998323575717
11 -1.546446380632706
