CaseID,case_outcome,has_trajectory,has_state_probe,pfr_hit_target,native_pfr_failed,no_suitable_anchor,used_probe,sample_kinds,final_design_kinds,fallback_statuses,native_failure_reasons,target_T_K,target_conversion,target_tau_s,target_log10_tau_s
509,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1555.1072122296318,0.3579105096543208,1.4921410864552204e-05,-4.826190111064352
510,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1423.35247063078,0.4315713555505499,9.45660075403986e-05,-4.02426494595129
512,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,"exception: 
*******************************************************************************
CanteraError thrown by Phase::setTemperature:
temperature must be positive. T = -2803602192.8148656
*******************************************************************************
",1436.6946017090231,0.1968251240253448,0.0035946108470565,-2.4443481195019623
513,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1423.3980342373252,0.6078053334495054,1.3781166812548105e-05,-4.860714010382071
514,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1405.064911362715,0.3815999761456624,0.0001584886252453,-3.8000019017141606
515,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1585.3620927175507,0.6150771110039205,0.0411621964747339,-1.3855014587054033
516,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1525.9551360132173,0.8292335484176875,0.001879941579268,-2.725855646585127
517,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1561.1205256870016,0.4239582593133673,2.5943178989902542e-05,-4.5859768080059435
518,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1515.4192976746708,0.6365516095841304,0.0002935498359247,-3.5323181580286693
520,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1592.49456174206,0.1856999679049477,0.0040792682295558,-2.3894177370006298
522,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1410.8649692125618,0.792839201418683,0.0043191474654696,-2.3646019679028574
523,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1429.9135251995176,0.453815226429142,1.9947998876633365e-05,-4.7001006649108605
525,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1405.320563307032,0.5628525858372451,0.0029921660512933,-2.524014308815822
527,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1491.190881007351,0.2699516285443679,0.0001916107430471,-3.71758014496897
528,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1539.448476457037,0.0777332032984122,0.0305043150388555,-1.5156387224560612
529,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1470.4898282838983,0.5717561675980688,0.000124284676938,-3.905582412239176
530,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1407.7968202438203,0.0901489702519029,0.000192180853424,-3.7162898823620933
531,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0000,1482.4319232441485,0.4116688601532951,0.47370719178478,-0.3244900217978284
533,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1558.4325663931668,0.7042080169543624,0.0007044022388092,-3.1521792723797515
534,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1468.28355202917,0.7338020235206932,1.1070404697345225e-05,-4.955836502462626
535,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1494.2810027999803,0.2165774119505658,0.0042630636844361,-2.3702781795291297
536,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1595.2499823644755,0.2389714044705033,0.0002545063961364,-3.594301298703103
537,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1515.039962241426,0.4104953071242198,0.0058311725340404,-2.2342441083863394
539,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1426.982149821706,0.5230436181183905,0.0005204516869203,-3.2836195794632674
540,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1434.2912355205044,0.7326080225035548,7.981119840200527e-05,-4.097936168010347
541,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1452.631062832661,0.3153764373576269,0.037014854915499,-1.4316239485517153
543,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1538.4793985728174,0.4554679573979229,2.85592507523216e-05,-4.544253190397285
544,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1437.7169558499008,0.2810721816169098,0.0288879658333781,-1.5392830382334082
545,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1424.3393628671763,0.963846191475168,0.0001173589099291,-3.9304839330261863
546,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1403.2528934301808,0.2466496218927204,1.04133732834442e-05,-4.98240856337361
547,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1533.469051956199,0.9569267063168808,0.0008075051906297,-3.092854677350307
548,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1477.7576213749126,0.6874309662776068,0.0161173266542213,-1.7927069920348027
549,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1513.0177667876706,0.5089494883362204,7.453106011753883e-05,-4.127662701392547
550,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1464.387207115069,0.7804637383855879,0.0006507493036531,-3.1865862879437024
552,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1493.5183843923733,0.992312093535438,4.790647643408608e-05,-4.319605770730414
553,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1418.8894194597378,0.1025849935458973,0.0109444568813734,-1.9608057854231453
554,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1559.0542293526232,0.2855237791268155,0.0123804569098356,-1.9072633270639932
555,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1528.0190132465214,0.318293561656028,1.7072342259668637e-05,-4.767706891265698
556,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1533.2075624354184,0.7760987857822329,0.0001342002285602,-3.8722467445071973
557,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1507.2163358982652,0.8701271735923365,0.0348975522513724,-1.4572050338145348
559,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1590.2522707963362,0.9133803374506534,0.0027333962204676,-2.5632974104257453
560,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1490.6315096700564,0.8892704715300351,0.0020045160941404,-2.697990452474918
561,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1571.5781057579445,0.6614934864314274,4.335202989370724e-05,-4.362990562524646
562,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1506.189418649301,0.126502498681657,0.0004885848472447,-3.311060006171542
565,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,"exception: 
*******************************************************************************
CanteraError thrown by Phase::setTemperature:
temperature must be positive. T = -2.290574094719972e+28
*******************************************************************************
",1460.125183109194,0.5178074728371576,0.0014741833826203,-2.8314484885893907
566,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1417.104526036419,0.694105582307093,5.339209315129194e-05,-4.2725230529904366
567,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1493.1829996360466,0.9050871594063938,0.0217706367821993,-1.6621288678376016
568,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1496.4317401871083,0.0281374127836898,2.3072373512641303e-05,-4.636907726223581
569,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1416.1297082249075,0.0228675577510148,0.0015779554350787,-2.8019052663818003
570,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1561.989548667334,0.3377413864992559,0.0248058875936706,-1.6054452286101886
571,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1425.2812678785997,0.8599684141529724,0.0006474271358346,-3.188809101819062
572,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1535.9013582160696,0.7457240584911778,0.0038136945781839,-2.4186540906084812
574,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1572.5530183687806,0.0827833533100783,0.0014521106298709,-2.8380002954043717
575,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1437.3828666005284,0.3162548931641504,0.0332959407223438,-1.477608710317873
576,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1536.9975294312462,0.0300136026926338,3.828601447443035e-05,-4.4169598408043385
577,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1472.2130004735664,0.4747382197109982,0.0942782465519168,-1.0255885033635428
578,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1553.9616775140166,0.0371559318946674,0.0004685464559189,-3.329247342771925
579,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1535.5833973828703,0.6593774743471295,0.0107462678413867,-1.9687423392198984
580,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1575.6432584300635,0.146220950577408,0.0001281647725748,-3.8922313287855226
581,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1462.3089678678662,0.1072010553954169,0.0004930434505044,-3.3071148059098308
583,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,896.7730449559167,0.0642970124725252,3.5393428090433305e-05,-4.451077370997519
584,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,892.7989511843771,0.541250344994478,5.963089709900594e-05,-4.224528656993061
585,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,866.7630475945771,0.4634788181073964,2.6112204628002405e-05,-4.5831564595689995
586,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,909.7630202258006,0.3760221007559449,5.231807905046706e-05,-4.281348210270517
587,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1330.1333681447431,0.8707536913501099,0.000674775589332,-3.1708406368270854
588,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1231.093214326538,0.5848979493556545,0.0020287700973419,-2.692767164949344
589,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,806.5075491322204,0.2183709346689284,1.3878635116235574e-05,-4.857653242140077
590,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1321.9636139180511,0.6422129248920828,0.0002825966781612,-3.54883294745823
591,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1390.9716998972,0.3031890169577673,0.0233300880675416,-1.6320836218073977
592,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1039.93439713493,0.694533837880008,1.4147463136605123e-05,-4.849321429012344
593,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1319.4740559067577,0.4548121961019933,0.0011630917478716,-2.934386025578726
594,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1206.876574154012,0.6345821270812303,0.0234029721107089,-1.6307289849268283
595,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1082.8224840993062,0.7673574109049515,1.5939065971120847e-05,-4.797537131840363
596,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1378.3602335257456,0.7769532486004755,0.0008017875116963,-3.0959407124202727
597,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1359.4380209827796,0.5209761082939803,0.0102980164809356,-1.9872464174637599
598,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,869.2085798271,0.2895447468478233,0.0001184296468043,-3.9265395659255375
599,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1293.8801187928766,0.4110645428718999,0.0002903428967751,-3.5370887944941436
600,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1395.7346129836517,0.3834099689684808,4.836322058770868e-05,-4.315484786452726
601,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,814.0256463875994,0.4661784508777782,7.070549495107887e-05,-4.150546833244152
602,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,912.6767188403757,0.445822639730759,1.1159370296540636e-05,-4.952360311173834
603,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1027.374000735581,0.606094238953665,1.3515509496341296e-05,-4.869167577987537
604,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1333.8086400274187,0.7883451671712101,0.017263004484026,-1.762883616657928
605,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1353.6378021165729,0.5598691476089881,0.0003942846063304,-3.404190178331969
606,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1374.6570655377582,0.6782145403744654,3.443396929379739e-05,-4.463012912147678
607,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1288.079976453446,0.7722416273970157,0.0084418042868058,-2.0735647206660395
608,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1288.820619522594,0.3366289960080758,0.0004224320678683,-3.3742431208491896
609,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,924.1171133937314,0.6081474134605379,3.4830712795417685e-05,-4.458037637802772
610,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1302.9502238705754,0.6798375852406026,0.0022432939674898,-2.6491138115292485
611,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1284.6529692504555,0.6738590772589669,8.636482367720476e-05,-4.063663109298796
612,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1326.664276830852,0.4316984702134505,1.5086791424640123e-05,-4.821403113752604
613,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,913.2352278474718,0.164472386194393,1.943332432639634e-05,-4.7114529012469575
614,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1264.700201167725,0.4974516551941633,0.0219014262692326,-1.659527602023445
615,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1194.8649033578113,0.9077286350121722,0.0030350640214495,-2.5178321435116264
616,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1094.6205915417522,0.9754944782238454,1.614110882054024e-05,-4.792066634539514
617,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1118.66846004501,0.9195229438180104,0.0074841313037466,-2.12585860171821
618,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1008.7502697343008,0.7910750141879545,1.1575298678462368e-05,-4.936467794026248
619,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1279.204387064092,0.3626003623008728,0.0140923619233069,-1.8510162116959712
620,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,982.1129331970589,0.5430921102594585,2.894385179588609e-05,-4.538443674240261
621,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,957.4352588457988,0.3033650773251429,1.1789779470603195e-05,-4.92849431836512
622,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,920.1487810071558,0.4861279673269019,1.0422307813182405e-05,-4.982036104495637
623,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1339.0648551471531,0.3188978276401759,0.0045672709236398,-2.3403432259336197
624,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1241.552870888263,0.3837027703877538,0.0003808528155652,-3.419242829410468
625,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1021.1872880812734,0.817181179211475,1.662448253286436e-05,-4.779251864016987
626,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1055.704441438429,0.8933036479121075,1.4515197189227846e-05,-4.838177059893496
627,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1031.745107122697,0.8542851311340929,1.04755908740827e-05,-4.9798214713577185
628,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1279.5281873596832,0.6400725413765759,0.0007282898998705,-3.1376957129221874
629,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,960.5249519878998,0.4622954624006525,2.792889425262832e-05,-4.553946258337237
630,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1217.5860881246626,0.4771287507330999,0.0013935541667494,-2.855876145814565
631,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,842.1766015794128,0.6218547354266049,1.144821837720916e-05,-4.941262094909325
632,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1247.3543862672525,0.5449439696827904,0.0060164553518984,-2.2206593018490843
633,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1315.7374288281426,0.5059186939056963,4.6701682129261366e-05,-4.330667476472445
634,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,811.5060331765562,0.2821790923550725,9.548538782140118e-05,-4.020063083642162
635,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1276.295326910913,0.71565069926437,0.0217918988692391,-1.6617049252148732
636,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,884.9780435953289,0.3287416482577101,3.579796133796804e-05,-4.446141705336049
637,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1054.7234335914254,0.7234718602802604,1.37279329454082e-05,-4.862394850817509
638,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,923.0358706833796,0.5885213559493423,2.7615046804327984e-05,-4.558854216360487
639,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,836.3750121882185,0.4107484613871202,0.000127573067426,-3.894241001969521
640,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,886.5620805090293,0.5852986197080464,1.4389901399017367e-05,-4.841942181880586
641,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,923.1783519731836,0.3180684103677049,3.2861900263981685e-05,-4.483307326771319
642,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1104.9324946850538,0.8924385610735044,0.0066122029504238,-2.1796538249589563
643,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1335.1425149757415,0.5527114261314273,9.116867733111584e-05,-4.0401543458690865
644,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1226.086946427822,0.4416407545562834,0.000789980651496,-3.1023835454835123
645,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1011.34087045677,0.5631660437444226,1.154772094598821e-05,-4.937503719516099
646,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,865.5510089313611,0.1762360250717029,7.46815874199348e-05,-4.12678645933047
647,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1397.2111814515663,0.4202643779292703,0.0001608636667292,-3.793542036204725
648,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1292.0121221523732,0.5465123531827704,0.0017108183415558,-2.766796102351529
649,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,967.3770189844072,0.5567894455697388,1.2354910853033058e-05,-4.908160383906216
650,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1260.382435829379,0.8312865396961571,0.000194994605115,-3.7099774040282356
651,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1029.3410841701552,0.9640605147695168,1.511905504853469e-05,-4.82047535169404
