CaseID,case_outcome,has_trajectory,has_state_probe,pfr_hit_target,native_pfr_failed,no_suitable_anchor,used_probe,sample_kinds,final_design_kinds,fallback_statuses,native_failure_reasons,target_T_K,target_conversion,target_tau_s,target_log10_tau_s
1984,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1529.6778787625954,0.2247198083996772,0.0257582263176637,-1.5890840453095743
1985,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1460.4352539312094,0.0259946779347956,3.51264603679343e-05,-4.454365611099638
1986,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1510.071518518962,0.7576781303575263,0.0598614037990439,-1.2228531028144063
1987,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1430.039270427078,0.0430576429096981,0.0004478809406792,-3.348837418318806
1988,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1594.420200730674,0.5730189357604832,4.936400875851559e-05,-4.306589579302818
1989,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1468.278161836788,0.7777175455261022,0.0037101741471839,-2.4306057051057084
1990,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1422.6944613922387,0.2185665920097381,0.0109869482259484,-1.9591229220153767
1991,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1587.19103270676,0.0307415593322366,2.5982772666380516e-05,-4.585314506478608
1992,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1484.762869998813,0.6114052906213329,9.661639682064232e-05,-4.01494916297961
1994,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1457.831617128104,0.4210647275159135,2.186445675024109e-05,-4.660261308774352
1995,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1532.369467043318,0.5782215362461285,0.0090072714381203,-2.045406749402178
1996,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1441.037892876193,0.6025571397691966,0.0024228906133621,-2.615666192583748
1997,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1421.5756703121588,0.7967284587211907,1.0458747829525195e-05,-4.980520308134146
1998,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1515.0932306190953,0.3608600842393935,0.0004008990617127,-3.3969649601961573
1999,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1444.7067747730762,0.4398096843063831,0.0523041704762905,-1.2814636812545368
2000,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0001,1475.4918890120462,0.2148490995587781,0.1501097647866445,-0.8235910555580632
2001,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1461.896376311779,0.9858213771739974,0.0011505545697388,-2.9390927783213594
2002,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1413.2530892221257,0.9651903441455216,0.0925438418821628,-1.0336524750804532
2003,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1476.8597598280758,0.5841398013103754,0.0001276750245831,-3.893894049851481
2004,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1446.1405896255746,0.6584753834595904,3.664164143356788e-05,-4.436025079502724
2005,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0229,1466.5598327107728,0.3908540539769456,0.2655931918561094,-0.5757830617483706
2006,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1420.2297459170222,0.5549844510434195,0.0015904207506423,-2.7984879665542466
2007,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1589.6591812418774,0.245729371025227,0.0006949357355587,-3.158055355097194
2008,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1430.9248636756092,0.1707687647361308,1.869312904321617e-05,-4.728317995974794
2009,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1506.3758558547124,0.0299457224365323,0.0013528478306889,-2.8687510504154616
2010,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1503.9791912492365,0.9631953989714384,8.011132336916904e-05,-4.0963060940383
2011,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1536.2184598622844,0.6374963636882603,0.0200794024996071,-1.6972492145840081
2012,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1438.5367851890624,0.3174576351651922,0.0419868562960193,-1.3768866413040093
2013,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1424.0733446041122,0.3832347927661613,0.0002978900772743,-3.5259439629037512
2014,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1466.8445185618475,0.1240852715494111,0.0013781802858369,-2.860693966737021
2016,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1578.6823861068117,0.355842750761658,0.0021397938499593,-2.6696280650329034
2017,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1508.7038194481283,0.8434208536148072,1.518973620206314e-05,-4.818449768400751
2018,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1508.808751781471,0.2559720403607934,0.0020054303701391,-2.6977924124104984
2019,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0064,1578.578720279038,0.7932921871263534,0.1423503105119659,-0.8466415811795742
2020,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1593.025592691265,0.8739558942755685,0.0001673864613643,-3.7762796717463147
2021,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1466.77366101183,0.8253076251922176,2.358141927200539e-05,-4.62743005999364
2022,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1573.95856118761,0.5175863722292706,0.0001093198051971,-3.961301150871619
2023,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1488.65283544641,0.933105477183126,0.0436128091821306,-1.3603859387105335
2024,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0215,1486.158800367266,0.5130667458940298,0.1520052079740174,-0.8181415320839733
2025,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1504.0401588240638,0.6876257686223836,0.0006775522826953,-3.169057187228467
2027,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1480.821069185622,0.3300798230804503,0.0009237557083386,-3.034442864870682
2028,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1489.7311325464398,0.4551192195573821,1.4908238322796036e-05,-4.826573673239909
2029,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1570.159103027545,0.1455951810302213,0.0036634174052201,-2.4361135955434294
2030,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1416.4451781241223,0.7083412658842281,0.0069512100578698,-2.1579395873937814
2031,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1596.2565110530704,0.8409889646479861,5.0381949020137565e-05,-4.2977250358788295
2032,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1426.7998858401552,0.8153245493955911,0.0004285604491753,-3.3679879114498044
2033,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1413.3142712898552,0.4840049729496241,0.0186981215727776,-1.7282020208192999
2034,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1561.9683525105938,0.6148953774711118,2.8475001102431607e-05,-4.545536250434816
2035,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1425.4211796540767,0.1357744778273627,0.0038814097626693,-2.4110105061205136
2038,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1471.5158210508523,0.2526040560472756,0.0005231645970292,-3.2813616527477794
2039,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.1561,1591.0990086430684,0.4966821226384491,0.2258456324270907,-0.6461883037351073
2040,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1532.2548787575215,0.8710177289275454,0.0364488726821698,-1.4383158993208789
2041,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1507.9475138289854,0.1282677846541628,0.0001501451101815,-3.823488807026585
2042,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1402.6065209973603,0.2613645756104961,0.0025153918174129,-2.5993943561799866
2043,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1584.6920319786295,0.1879436608077958,1.063714640371756e-05,-4.973174863331951
2044,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1487.2959455102682,0.6686073893308639,0.0037074245825135,-2.430927674751735
2045,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1472.5908566685391,0.1807001818157732,0.0876704581736433,-1.0571467237779875
2046,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0734 < L=106.1413,1418.2184414053336,0.5229773999936879,0.4626099386473034,-0.3347850411431864
2047,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1544.4811876676977,0.9277582865208388,0.0001955358067857,-3.708773702383074
2048,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1529.9244676483795,0.1577195767732337,4.088766455315818e-05,-4.388407695037313
2050,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1560.5074552679434,0.6747605663258582,0.0015451620509433,-2.8110259666340665
2052,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1543.4390674484894,0.4566175663052126,0.0604758446836554,-1.218418057006784
2053,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1419.2637529503554,0.9440968351205812,4.434416266724171e-05,-4.353163541294634
2054,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1472.9765895474702,0.0624651733925566,5.377927040509237e-05,-4.269385093916208
2055,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1586.9126864662394,0.3368650579778478,0.0232042801759036,-1.6344318993622453
2057,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1453.6738158436492,0.7325038804579527,0.0081350274889241,-2.089640975208022
2059,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1583.341330611147,0.2949551562964916,0.000327394021047,-3.4849292560481016
2060,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1541.4600913506,0.0699938634457066,2.164911083335738e-05,-4.664559936174191
2061,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1421.151749859564,0.0792696551838889,0.016180832337072,-1.7909991421736786
2062,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1563.9665338536724,0.9159206556389108,0.0085252424810932,-2.0692932596430187
2063,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1245.8324469346553,0.9847711929352956,0.0003601627410999,-3.443501217034718
2064,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,825.7602788927034,0.4591074616461992,3.969501835871175e-05,-4.401263992860914
2065,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1361.6262644529345,0.5415850520320237,0.0528377580102018,-1.277055618469604
2066,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,812.9941407172009,0.0602177922008559,2.0813999775493878e-05,-4.681644454458729
2067,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,877.116997083649,0.3390904450556263,8.31238545509331e-05,-4.08027432623785
2068,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,997.2990437457338,0.3141291735786945,1.629170458395557e-05,-4.788033473538235
2069,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1065.400343257934,0.7351783984061331,1.29001862942115e-05,-4.889404017920606
2070,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1269.7730435058477,0.8218278700020165,0.0005971206869427,-3.223937882645999
2071,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1290.1141724037006,0.4289078173507005,0.0238099252808373,-1.6232419674750433
2072,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1231.8855638895184,0.5032441076030955,0.0088538177265076,-2.0528694230830324
2073,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1305.4141203081235,0.6474922879366205,1.2486337740704958e-05,-4.903564922092483
2074,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1005.12941098772,0.6192089699627832,1.3141638968871986e-05,-4.881350468052551
2075,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1335.0727086840195,0.831460884497501,0.0003008909790222,-3.521590832597601
2076,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1338.2915642298758,0.4621253023482859,0.0025595080372308,-2.5918435023631963
2077,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1224.3223367491737,0.4385452601313591,0.0111788538291662,-1.951602722494864
2078,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,867.7969843940809,0.4569149019569158,0.0001190991088191,-3.9240914881930853
2079,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1342.0054294541478,0.9423712758906186,0.0086278563966072,-2.0640970919746953
2080,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,828.2394112413749,0.2723318821797147,1.3924159033100702e-05,-4.85623102511745
2081,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,859.1505654994398,0.126953630563803,1.9220919655527596e-05,-4.71622583665885
2082,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1259.2625774396583,0.6169481159513817,0.0069188006930733,-2.159969179751352
2083,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1378.1205385457724,0.3823820932907984,0.000281844620369,-3.549990250240121
2084,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,942.4138952279465,0.2130458218138665,1.3478685456530588e-05,-4.870352461421862
2085,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1367.3816471360624,0.7362837221566588,0.0018606649043043,-2.730331833916717
2086,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1074.917746707797,0.806038974383846,1.272442176182238e-05,-4.8953619442647325
2087,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1087.6892928453162,0.9446747396420688,1.6383743917009064e-05,-4.785586848808452
2088,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1285.349338101223,0.6746360298944638,0.0002643436110312,-3.577831181674325
2089,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,904.8459094157442,0.4260783923184499,3.6508514803647394e-05,-4.437605834146962
2090,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1305.8830161672086,0.5593283112579958,0.0109692227607761,-1.959824143862352
2091,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1381.4207936031744,0.9413635165290908,0.0077783455117956,-2.1091127695282945
2092,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1040.1767404191196,0.8164029343798758,1.5241148108987364e-05,-4.81698231655173
2093,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,919.7145903343336,0.3842896014265716,2.149348067526856e-05,-4.667693248740397
2094,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1165.6495123030618,0.9695150212012232,0.0035838732278488,-2.445647361013112
2095,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1397.0539996027946,0.4797491846606135,0.0004525924462683,-3.344292698660943
2096,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,827.7508539101109,0.6040847909497098,0.9461724628692052,-0.02402969568502151
2097,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,962.3643980640918,0.6451787498081103,1.3323404085734736e-05,-4.875384800182656
2098,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,910.9857129165904,0.5538108434062452,4.641969855253495e-05,-4.333297684160061
2099,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1276.4049560017884,0.7469248647335917,0.0001102763435388,-3.9575176423418235
2100,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,895.5982125131413,0.5219642612105235,1.2964067326938392e-05,-4.8872587221907455
2101,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1364.2048831190914,0.578772112200968,0.0306875118590314,-1.5130383227020512
2102,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1371.0824869666249,0.8139962176932023,0.0014215011160261,-2.8472527950071047
2103,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1241.533479145728,0.5853120403504,0.0010695423887949,-2.9708019985118908
2104,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,882.8873692080379,0.2596476250980049,3.726710733753868e-05,-4.428674315754324
2105,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1107.316804532893,0.9896599247585982,0.0088079420057727,-2.05512555355672
2106,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1203.3791618980467,0.3228225803747773,0.000925988028399,-3.033394628041459
2107,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1333.9157213130966,0.5264636196009815,0.0022468318494692,-2.648429428506645
2108,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1336.3215679582208,0.4071273267501965,0.0114636532443285,-1.9406769590685176
2109,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1023.5608365712689,0.7421581652062014,1.4940233929343211e-05,-4.825642602425068
2110,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1018.8372628157958,0.561914935563691,1.5962260459937527e-05,-4.796905606985092
2111,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,943.8586961571128,0.1887549410248175,2.176848944040926e-05,-4.662171706487425
2112,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1379.499395270832,0.7687162097357214,0.0001041028039114,-3.9825375730173262
2113,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1360.6083034351468,0.4319543319568038,1.3574660298172783e-05,-4.867271029693074
2115,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1030.5693160835654,0.887061081356369,1.1358838761713103e-05,-4.94466606520582
2116,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1294.2471245722843,0.4677254992071539,0.0001251617989221,-3.902528203465067
2117,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,968.4566186740994,0.4829670360963791,2.961229325158188e-05,-4.528527958435006
2118,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1322.5214224494994,0.6738147092889994,0.004331067005429,-2.3634050972992573
2119,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,937.3695053020492,0.6254494960699231,1.0299743290270153e-05,-4.987173599470407
2120,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,984.2382425721736,0.5054101023590192,1.2108273515340524e-05,-4.91691777727101
2121,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1353.0644252477214,0.3438534378958866,0.0009054222013584,-3.043148860614755
