source_group,source_file,T_K,conversion_proxy,tau_s,log10_tau_s,P_Pa,steam_to_ethane,sample_kind,iso_final_design_kind
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1587.1147216390818,0.01985082990685505,1.5508438071021488e-07,-6.809431939858518,326109.2822998762,0.3368199849501252,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1409.16341772303,0.0,0.0,-300.0,224450.3160938621,0.8957467107102275,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1273.3434007829055,0.05285997513631002,2.5032758330880682e-05,-4.601491293345066,222523.39962869883,0.827232607640326,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1409.2310926644132,0.047808648720980895,2.711060516830965e-06,-5.566860787903686,157786.80238872766,0.8332282863557339,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1005.2779742702842,2.0733300787334485e-07,1.3374315800020487e-05,-4.873728426269434,248899.16609972715,0.0954476501792669,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1296.093496447429,0.0561788332363794,2.0198253880540677e-05,-4.6946861732674074,186442.92913377285,0.1253238804638385,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,970.4308908060192,9.770165887434956e-08,1.1162921572695134e-05,-4.952222126469534,289701.66221261024,0.6148321032524109,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1419.3134557502344,1.1102230246251565e-16,0.0,-300.0,229655.28778731823,0.3716070149093866,trajectory,isothermal_pfr_hit_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1253.2845324324444,0.0013823526002267883,3.6796886649677776e-06,-5.434188925023873,185583.76673609015,0.5291796233505011,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1339.8221781197935,0.07367355183356505,1.1440475799339124e-05,-4.941555913241379,209686.30369752643,0.3281989712268114,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1287.074111904949,0.03846821925923072,1.366595729353403e-05,-4.864359940792571,169672.83878475428,0.6365966945886612,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1141.0437335958704,0.026477340368620483,0.0003348839725344223,-3.475105637191169,194052.16462910172,0.5333829326555133,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1172.9908240726218,0.39395643016534065,0.001014639030002148,-2.9936884357417166,204059.0735152364,0.4418201092630625,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1594.0220731124282,0.2673255106914556,3.2410281658554867e-06,-5.489317194755366,234762.8867253661,0.5190443135797977,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,970.115192164667,1.7107226191193092e-08,1.0457057008669846e-05,-4.980590524334254,263408.00281614065,0.4853022992610931,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1294.3839971115813,0.05043156146755601,2.0196192891559616e-05,-4.694730490059147,249053.81109565496,0.0003442568704485,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,972.3296279506758,2.701064416577026e-08,1.3443798705167215e-05,-4.871477998872122,243422.6218611002,0.5927795888856053,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1364.6464069513604,0.14116893195350966,3.601129784515825e-05,-4.443561226397846,331372.5609332323,0.3350079469382763,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1368.0537403188646,0.08610714715650336,8.495919398159051e-06,-5.07078961644867,254398.44653010368,0.3753463244065642,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,840.102980802767,1.6236834099458974e-10,0.00010732876329266311,-3.9692838748160635,297676.32354050875,0.880962940864265,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1056.8320940760896,8.603883274727053e-07,6.962712396491288e-06,-5.1572215435284905,181279.62574362755,0.0660572946071624,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1483.5116457287222,0.263599458430936,4.185678893353981e-05,-4.378234091858181,240120.08663266897,0.2525359159335494,trajectory,isothermal_pfr_hit_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1488.6877736914903,0.0,0.0,-300.0,331284.5587730408,0.1424734825268387,trajectory,isothermal_pfr_hit_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1372.109744437039,0.002330729828425082,7.644776581521566e-07,-6.116635202315777,301717.6764085889,0.8873875439167023,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1227.1712185675278,0.020956898717462535,2.6211267704769993e-05,-4.58151197394572,238104.24711555245,0.8620217125862837,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1074.917746707797,8.730755509667176e-07,5.015502390460996e-06,-5.299685558261298,255273.38720858097,0.9378273766487836,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,956.7866564495488,1.427488049987602e-08,1.550343663195904e-05,-4.809572021516015,310236.6730570793,0.9139251448214054,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1342.7267884882167,0.040435821605583344,5.245615291554757e-06,-5.2802035633227495,221672.9650273919,0.6306376159191132,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1424.3393628671763,0.0,0.0,-300.0,340014.0905752778,0.4816594645380974,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1212.1182629745454,0.009128214729623108,2.0622654210333743e-05,-4.685655440181519,336475.72975605726,0.1262478902935981,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1528.2952409610152,0.08195456823881675,8.912879970955961e-07,-6.0499819420464584,261505.69301098585,0.9833723083138466,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,919.80825596489,0.30877784100817196,2.21459613628491e-05,-4.654705462115817,344212.83323317766,0.7696121260523796,state_probe,anchored_state_probe_after_pfr_miss
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1357.468468574807,0.01278190251389777,1.749406975105947e-06,-5.757109146220395,245763.12638819215,0.1767892083153128,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1315.306043913588,0.041688287265364776,8.62028354371382e-06,-5.064478448856836,318763.52429389954,0.3982481509447098,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1453.9032625639811,0.0,0.0,-300.0,349281.30209445953,0.8267082488164306,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1339.8221781197935,0.05300161313075746,7.214319084043664e-06,-5.141804653066337,209686.30369752643,0.3281989712268114,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1573.0688916519284,0.4759812838386758,0.00198678765665056,-2.7018485468171414,175488.5846748948,0.1781784920021891,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1364.4593737926334,0.011318999145467412,1.7031084917269476e-06,-5.7687576856500975,280570.87138295174,0.8110148124396801,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,960.5249519878998,3.1928041877016256e-08,2.159746945602094e-05,-4.665597131518884,346194.45856660604,0.906500369310379,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,889.0722392685711,5.23322940537696e-10,2.377790070460046e-05,-4.623826490871793,209275.521337986,0.3042378947138786,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1462.3089678678662,0.08189031145254078,2.0596463183905307e-06,-5.686207350096294,179913.39154541492,0.7766364077106118,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1516.4096684008837,0.3031210010692046,8.123469446776625e-05,-4.09025844861798,156293.53020340204,0.0685304645448923,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1523.8984797894957,0.025413753775502035,4.183905051600563e-07,-6.378418179789404,242638.37970793247,0.6444348813965917,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1442.753021121025,0.20424989342761002,1.3961520212288027e-05,-4.855067290605236,213104.62187975645,0.7785951197147369,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1562.9123258404434,0.09270262057503276,6.694788843727476e-07,-6.174263116254683,183817.48665124175,0.2690813709050417,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1133.8009378965944,0.024436633203727687,0.000388580944120486,-3.4105185008701535,224937.1854588389,0.655407871119678,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1336.2038946710527,0.09502886815818457,1.8421488662153123e-05,-4.734675276873432,349944.6148052812,0.6615537712350488,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1471.7174179758877,0.3923445145612404,0.010297862749692346,-1.987252900763637,343491.3072735071,0.0727338539436459,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,829.212405779399,0.07102149723129703,0.00023745358020346415,-3.6244212779628353,325338.12019973993,0.9297817721962928,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1566.240839981474,0.004180828228423916,1.2216893338141278e-07,-6.913039217795117,240648.07426184416,0.834636795334518,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1061.288667502813,4.028518669985104e-06,1.4513093351848497e-05,-4.8382400112384945,244152.74746716025,0.804338731803,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1296.6317349951714,0.11059412699174387,0.00011295184553036977,-3.9471066687090204,340355.3431853652,0.209470666013658,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,889.3877955013886,2.0961072877412334e-09,5.651341035776597e-05,-4.247848483980301,326385.0186020136,0.1821427904069423,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1269.5572038413957,0.011394698649215385,7.697584558263144e-06,-5.113645531656934,212738.0570396781,0.770119234919548,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1024.0859674150124,2.3360491996360366e-07,8.935770124032239e-06,-5.048868012133768,317137.0688825846,0.7395843677222729,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1262.6579005038366,0.0394702577721614,2.620789812632174e-05,-4.581567808078341,168158.19088369608,0.0549380294978618,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1577.0538448076695,0.2093955899136033,1.59337633488851e-06,-5.797681637342195,331126.331537962,0.5309492684900761,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1429.9135251995176,0.077027644205655,2.4000237969115504e-06,-5.619784452115004,342798.0488166213,0.764191416092217,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1406.029736478813,0.014257115883910765,1.3184239208339282e-06,-5.879944925950408,188524.45390075445,0.8026500688865781,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,940.5278287967668,2.4987863000980326e-08,3.827150588104122e-05,-4.417124449117023,290846.16135805845,0.690309370867908,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1406.6682010469958,0.05535858457839227,2.528091944315671e-06,-5.597207135222404,265663.82199525833,0.62231286149472,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1392.61582642328,0.05818393291813817,3.316339773591307e-06,-5.479340980463029,242859.78823900223,0.6453730557113886,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,982.9275189433248,8.328881928587606e-08,2.0324987963024996e-05,-4.69196970293406,173199.1410255432,0.7182037830352783,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1080.5970376776531,8.820313373458788e-06,1.1345578622173239e-05,-4.945173350285091,197548.18193614483,0.0062341326847672,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1446.3647671043873,0.14700246490393976,6.522341602550231e-06,-5.185596459099905,305152.9875025153,0.3237433256581425,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1406.25707146246,0.017907031101813464,1.246151468020896e-06,-5.904429166563159,167358.77748578787,0.2064719954505562,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1460.5964267393574,0.15144755271515387,5.8552695445206425e-06,-5.232453107593589,318130.7038292289,0.2313137901946902,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1333.9310045400634,0.005663424586929255,1.5393192369277816e-06,-5.812671303197304,291929.75275218487,0.1374910539016127,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1465.3996186843142,0.002473187638383778,2.7143454527861165e-07,-6.566334880813581,226319.5289298892,0.6589774508029222,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1024.579986142926,3.294196208036837e-07,1.0399612489441049e-05,-4.982982843088996,195425.14495551583,0.1634569503366947,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1477.2326470632106,0.24299757997063953,2.9477135945396883e-05,-4.530514715641179,168758.30758363008,0.2207250846549868,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1095.4815837787464,5.847325407981607e-06,7.999684401950073e-06,-5.096927146157456,208308.85656178,0.8954954976215959,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1523.8984797894957,0.07648092330464829,8.371349930378558e-07,-6.077204503769911,242638.37970793247,0.6444348813965917,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1355.890831830911,0.05164267112159704,5.2793396046855864e-06,-5.277420400189395,212003.7652552128,0.3665040694177151,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1146.4476282102987,0.09613683476217527,0.004712448305047574,-2.326753400914686,251717.1312123537,0.5923736682161689,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,803.0354769201949,2.5409674364595958e-12,3.970117279114124e-05,-4.401196663786054,165124.66873973608,0.9338655564934016,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1237.7213660720736,0.013444743210402121,1.4924763591784258e-05,-4.8260925393675524,272522.7965041995,0.4487493317574262,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1429.9135251995176,0.12655679963609567,4.981994763825032e-06,-5.302596733251357,342798.0488166213,0.764191416092217,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1508.808751781471,0.49770816768368487,0.001450413085387197,-2.838508290761818,334780.3976386785,0.8378468360751867,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,909.7630202258006,0.03534096537092146,3.658345746902596e-05,-4.436715252146601,282152.6058018208,0.670382322743535,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,982.3868860211225,5.4176798824912e-08,1.1904429004919313e-05,-4.924291430663118,326868.10586601496,0.0339516988024115,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1342.780377222225,0.23652714196098212,0.0011968107188878557,-2.921974529829713,195181.5139502287,0.2477200720459222,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1280.2257939660922,0.0017909512127897154,2.5155534663793052e-06,-5.599366447606079,277645.18819749355,0.7912843683734536,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,913.7855642475188,8.092612135968125e-10,1.26403630686433e-05,-4.898240451651433,209497.20032513145,0.8908002777025104,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1496.7026092670858,0.1940312338874307,5.21374351936838e-06,-5.282850336969521,252116.99176579717,0.4990755636245012,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,969.1709409328178,5.818292403425573e-09,5.339596248029372e-06,-5.272491580777089,289330.60728013515,0.7620888622477651,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1595.5266573792323,0.27727200748162995,2.920101011269131e-06,-5.534602125305677,308904.09648418427,0.7928967466577888,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,959.4722344446928,1.5419559074025813e-08,1.4823911412117747e-05,-4.829037189030726,305860.6306090951,0.902452508918941,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1066.9072960829362,5.135924056709484e-06,1.3315269496846965e-05,-4.87565003915301,326814.4516274333,0.8449838161468506,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1529.901299313642,0.12795650453187923,1.3472904343542826e-06,-5.870538773659987,245581.7798152566,0.7400635629892349,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1381.559794684872,0.0353184331949522,2.3690683983085875e-06,-5.625422400408862,325991.665199399,0.5318757882341743,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1302.9502238705754,0.06339836622826067,2.0613387869141282e-05,-4.685850624816713,325902.9509499669,0.3809903478249907,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1453.6278437869623,0.14297491673569163,4.498567395584854e-06,-5.346925768724559,302476.53648257256,0.6291519133374095,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1313.069307655096,0.06832284379339715,1.5218930639339935e-05,-4.817615862266473,316102.8079688549,0.9826621236279608,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1084.558439697139,4.457378258715394e-06,6.891759433954422e-06,-5.161669890586974,300456.93926513195,0.4514880646020174,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1266.620603185147,0.06432348022725753,4.124183066552699e-05,-4.384662065253439,285847.17009216547,0.772918269969523,trajectory,isothermal_pfr_hit_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1276.295326910913,0.11159617007431732,0.00028878554765058976,-3.5394245449412254,333460.0059315562,0.0229402845725417,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1031.745107122697,4.270653078952691e-07,5.966157632512116e-06,-5.224305276279724,155002.2479146719,0.2555292239412665,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1419.047693554312,0.0,0.0,-300.0,222350.15463083985,0.0935650374740362,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1063.3548243204132,1.1118406179067009e-06,8.231328261236384e-06,-5.084530078520379,171030.95576167107,0.7881916109472513,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1534.9500944744796,0.5689062521563573,0.040207436802097644,-1.3956936120049377,345277.5001525879,0.4775486048310995,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1328.8900702632964,0.10760734374602376,2.8005409844610364e-05,-4.552758067274823,208167.97595471144,0.551823478192091,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1043.9363919990135,1.5359930557456991e-06,1.3757123160981424e-05,-4.861472374671472,258201.7656415701,0.585901047103107,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1430.4042503004894,0.4101485012415801,0.005393619136539365,-2.2681197239452655,213234.08260941505,0.5351718766614795,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1289.0307883685457,0.03402782508849134,1.1831147283493499e-05,-4.926973139164869,337463.56181800365,0.3995065046474337,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1196.7811411619186,0.013026778783408965,3.717152008597381e-05,-4.4297896785746556,314816.71147048473,0.5569408619776368,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1087.374134962447,1.837612079158557e-05,1.4642455082761412e-05,-4.834386099540998,294538.8548076153,0.8307422939687967,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1525.5464313551784,0.0015891452345484502,8.368367089557614e-08,-7.077359277153606,319073.5500305891,0.2726363427937031,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1546.5331621374935,0.18005283041885656,2.1311629172617544e-06,-5.671383349270635,178140.3562054038,0.6626928299665451,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1245.4655707394704,0.03825908097559805,3.746808876872109e-05,-4.426338459518095,191179.58955466747,0.1395541382953524,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1063.6410738993436,1.535898593196805e-06,8.427550972153497e-06,-5.074298612066196,226731.420122087,0.5438476987183094,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,914.4328136369586,1.2662840369603856e-05,1.874561328821077e-05,-4.727100346475893,163421.7604994774,0.4900017576292157,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1506.3758558547124,0.16462315602441213,2.2176134913661652e-06,-5.654114144929013,246573.77377152443,0.3668653070926666,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1326.7210867721587,0.07320751626677191,1.320778486851839e-05,-4.879170013577505,284868.22191625834,0.7825085846707225,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1308.179181125015,0.04376237793574145,1.052953619274077e-05,-4.977590758289307,232957.4778676033,0.321559889242053,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1314.7817072970793,0.0808752193932174,1.9806994668320294e-05,-4.703181415323606,160338.66964280605,0.6752440109848976,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,834.5981475384906,1.3416168176405563e-10,0.00012325758635640778,-3.9091863409243164,324491.6655123234,0.9413971342146396,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1473.4343734337017,0.002237068095868322,2.3926265868361133e-07,-6.621125075699469,272055.19545823336,0.9543495113030076,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1471.1158116534352,0.11615906275213728,2.5035373807412054e-06,-5.601445919692099,230898.57045561075,0.877806294709444,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,803.058298076503,0.2468341099549246,0.00022325833302361324,-3.651192322277564,286398.4188064933,0.4844618793576956,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1426.6726685408505,0.004708813076061191,7.002096050649877e-07,-6.154771936132952,163396.81688696146,0.8956376006826758,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1520.0038555124777,0.2019616364315724,3.893367924554157e-06,-5.409674553370613,183006.84709101915,0.6483777705579996,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1589.6355528244749,0.067983656026951,3.6104958326201894e-07,-6.442433151949195,230781.77236020565,0.2859905753284693,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1513.713373597711,0.0,0.0,-300.0,244774.1087526083,0.0290032476186752,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,987.004021005705,6.34540022748098e-08,1.3631420748372804e-05,-4.865458877032352,155379.32347506285,0.1311626192182302,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1460.7444277219474,0.012778121834022604,5.537032004793508e-07,-6.256722966199996,299958.30822736025,0.871511785313487,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1230.4531620582566,0.04880040438266964,6.317956076436646e-05,-4.199423397713475,232728.0899509788,0.761592848226428,trajectory,isothermal_pfr_missed_target
isothermal,out_v2_iso_r1\isothermal_enrichment_cracksim.parquet,1022.012902610004,1.8732822393285886e-07,7.551256536595458e-06,-5.12198077532391,294011.5699544549,0.1924076499417424,trajectory,isothermal_pfr_missed_target
