PC1,PC2,dataset
-0.4069504970991274,0.6788936031142702,full
-0.8983913889882948,0.6952847909186194,full
-1.2013199031164556,-0.4358048429506854,full
-1.3082411024569258,0.27239810038382106,full
2.184984876049339,-0.5622221243481818,full
-0.22208163936527214,0.07449306661470761,full
1.099392311933493,-0.18345459655761592,full
-0.4329601899693343,0.8132502501598893,full
-1.0218347046032545,1.2387272583824107,full
1.4826905717046692,0.24700355409396815,full
-1.0723745537023583,-0.6518358238995505,full
-1.466545229215409,-0.13405545367916114,full
-0.6989571770201193,-0.8558683079685218,full
-0.9649961363285171,0.0033110601339404284,full
5.803292177655888,-0.06687244714081009,full
-1.1158573334331736,-0.7041820150543289,full
8.39951504670132,1.408958156567058,full
-0.6978906466278337,0.08419577242602103,full
10.233141571254603,-0.1632458261261681,full
-0.33050682925881936,0.2694077294646925,full
6.144659903799186,2.0166743236534455,full
-1.5919095803846197,0.3054921555847045,full
-1.2045278590601898,0.20214482820448718,full
-1.4682022867063151,-0.5821182700064259,full
-1.219080137085854,0.09971278335018587,full
-1.8929530259049687,-1.279218024035338,full
-0.5183450105555314,-1.871641365484251,full
-1.4570224204302598,-0.14663078370539157,full
-0.3610835772185113,-1.2694097683258463,full
-1.7696291357844363,-1.0102297899876322,full
-0.9976775085425852,-0.8361979088009763,full
-1.9157110568117421,-0.9045674485536082,full
-1.0726179075279805,-0.013119632828372816,full
-1.023054792064327,-0.9564908201772008,full
1.2245280618724024,0.03918372124807181,full
-1.3870339389209723,-0.50854717668088,full
2.3153215591550977,0.548075535480088,full
0.16003010374464793,2.3712085596804338,full
-0.7343670983597705,0.1269398308469364,full
-0.3340665555633602,0.9203132280861442,full
-1.3333660835767531,-0.220484329411582,full
0.8674140629708709,-0.9325617034624071,full
7.834750156915124,0.20997429967458564,full
-0.5687374007360758,0.8701306600041092,full
-1.6470777132282657,-0.5751272935686288,full
-0.4745530609797306,-2.0988569582071666,full
-1.5228555254612215,0.4383038711869509,full
-1.2090122550006637,-0.6638941325571815,full
-1.5802048689999604,-0.17769888361828784,full
0.6634944671067465,0.9772385849705896,full
-1.0097259969634487,0.5894977893703456,full
-1.323827136919749,-0.3723299908225557,full
-0.1585074091379483,2.412710627109899,full
-0.5809719076315636,-1.1492630713453615,full
-0.9538679605311539,-0.6958250147637598,full
-1.0714148586172338,0.26135284347695553,full
-2.023348261322846,-0.8014072098657149,full
-0.995967850995611,-1.0026559890525226,full
-0.8210948235643227,1.0032674068324952,full
-0.3196198940916256,-0.6651454187190189,full
1.9329518946298814,-2.3985909418788625,full
-0.9760025287011539,-3.0686039636287523,full
-1.526463078487467,0.008715064474733391,full
-1.6034876652407988,-1.2816491072083098,full
-0.6948136649685492,-0.2927514624854165,full
0.12312672627729929,1.174047380722249,full
-0.283702561357219,-0.2604412136044418,full
0.12558746300442497,0.33043330546613076,full
-0.9076590798895434,0.7808424450481561,full
-0.9416554909859618,-0.34071768065101277,full
-0.6445943712007682,0.6384748960230523,full
7.853024592870719,-1.3041460524396793,full
5.040958095505727,-1.329870408043416,full
-0.4131648255240037,0.9105450771649322,full
-1.3436493509661538,-0.6337594938176451,full
1.4503683384810249,1.3541195155932801,full
-1.7085364394810891,-0.3626276130536469,full
-1.4399249533104856,-0.9532005688745746,full
-1.0193210930621224,0.1098106544981023,full
-2.157719541443189,-0.789407011792903,full
-1.2395770712854697,-0.16738406009076273,full
-0.962161757282139,0.8208512959582116,full
1.1582862743156288,0.27058516233652885,full
-1.2519495774268783,-0.5743701426617815,full
-0.8459641038321091,0.58980319501622,full
-0.19653525861219218,1.0367619488563407,full
-1.0022652302615447,-0.24425177189672623,full
-0.3076950518012712,-0.10119841667968527,full
-1.4441315371943266,0.17549195599668696,full
-0.2650866247825857,1.3902135602368666,full
1.8237137934682488,-1.9679880392022069,full
-0.9498443912202605,0.9904038451596195,full
-1.8542429864616905,-1.0017564093646625,full
0.5555491749405322,1.0320987760097085,full
-1.0345690649559625,-0.14450728632422988,full
0.22995541161780375,-0.1794672898686148,full
-0.515419390335213,-0.11364653619235354,full
-1.7038222791914008,-0.3064447998314684,full
-0.10612347774614553,1.241754757371087,full
-0.6921454126299903,0.45660594852659486,full
-1.726997763379409,-1.1669898843207036,full
-1.3255258364057774,-1.211853637091736,full
7.341371886408019,-1.8887694908190973,full
-0.4847650524389927,-0.4826801083915157,full
-0.983427659126299,0.4109037130155769,full
-0.6940123454479982,0.2296741417981432,full
0.28969030489260145,0.19983006100751133,full
-0.033797751996398034,1.8698104342810826,full
2.1209509267532365,-1.4939329888783075,full
-1.1499483889469515,-0.18837145909295575,full
-0.3886845610296982,0.5736111720801573,full
-0.6647521231613512,1.1962436030880603,full
-1.673468886882069,-0.5738887422299666,full
-0.3002863206930476,2.0783191637600904,full
-0.6514920660105555,1.4522377797110428,full
-0.9994907484915247,0.8144293362903915,full
-0.6175820257657374,0.48886236406816574,full
0.167762069384136,1.2999581501725062,full
-0.8486076757737091,-0.2486205458918565,full
-0.5792808499183062,0.15912439043895465,full
-0.77831726053877,1.2574003056102345,full
-0.44399644469832317,-0.004791291388460383,full
-0.6762783107339811,-1.4739541361279038,full
1.4372314358708267,0.4848645253636588,full
-1.170357587326906,-0.3001913215594171,full
-0.6966355424989289,-0.6272912765894093,full
-0.3923176448722058,0.38952565590035243,full
4.028052554419789,-3.11948796567295,full
0.39667405626651686,2.1186364022577537,full
-0.8955398844183349,0.4413435486190259,full
-1.4544661939380894,-1.4144373027254395,full
5.606357706928923,-2.400842284597997,full
1.9562811150886799,2.1701203185817652,full
1.417330222909173,-0.9692551898138534,full
1.0618798985554978,-0.26048371149041866,full
-0.2803788873794746,-0.059138986143215104,full
2.30769544720414,2.522884239898475,full
-1.2623473985693408,-0.0013626014328502892,full
-0.73866219749432,0.9410686029834942,full
-1.0925950317091253,1.1550257177975976,full
-0.768476986719763,-1.337082420416348,full
-0.7915968596908499,1.3345582685265929,full
0.12886590224415082,1.0813375545204107,full
-0.8165451590063989,0.6241027221319908,full
-1.537567853247068,-1.2896623773479665,full
-1.1116515736261832,0.07695037459564652,full
-0.9292491500887327,-0.18323754392099295,full
0.9105908952551599,-0.3184295076770769,full
-1.0501627023764575,-0.568106845508624,full
1.0733202127022334,-0.4558959257892483,full
-0.9400726512868185,0.012551672725077023,full
-0.9120155641476482,-0.9158438816943294,full
-1.1512713897217461,-0.526473530388834,full
-0.6243404079250389,0.6765321358076885,full
-1.2124695346916123,-1.0125744787602309,full
3.275916991216591,-1.7380466966175663,full
-0.7539621299328165,0.5214627971384879,full
-0.9266248962298228,0.37141590973577443,full
-1.735945327013477,-1.4698148399169058,full
0.20113962252333772,0.25057361027440433,full
1.037369012743469,0.5780558506367302,full
-0.9769753809419056,-1.1859916179598526,full
-0.9026471614347622,0.7491989168700638,full
-0.48549609566971036,1.3485190756295327,full
1.0370594920674934,-0.41971507885162923,full
-0.539894835887716,0.39019195643328053,full
-1.023003682197086,-0.6979009162081882,full
0.27646991980140684,2.1211221084350615,full
-1.688965374092488,-1.1504017486939113,full
-1.208100674324028,-0.47067673085796297,full
-0.871103553249008,0.24859631863155,full
-1.203935481926209,-0.38171125576446324,full
-0.9846350908869334,-0.004087269616742147,full
-1.0510027117587866,0.9382599549938323,full
-1.7148476489788915,-0.5979706419298209,full
-1.4221594157661563,-0.38595762037698167,full
-0.9835896416790039,0.5006429052380201,full
-0.5206457830796491,0.27863374539042907,full
-1.3151485742567197,-2.3618204825155558,full
-1.4245537554586971,0.12668804121130348,full
-1.1023385759894404,-0.47632075848408517,full
5.758949090294912,-0.7715312986551883,full
-2.261762731611446,-1.858808174512295,full
-0.5518240270545265,-0.5719461332912222,full
-0.8241504241591853,0.3527117842421788,full
-1.2535192037681795,-0.538391316418616,full
